SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
B01;1/02/2000;197;18;All Out
B02;1/02/2000;203;19;All Out
B03;1/02/2000;395;11;All Out
B04;1/02/2000;280;3;All Out
B05;1/02/2000;182;9;All Out
B06;1/02/2000;352;5;All Out
C10;1/02/2000;249;15;All Out
C11;1/02/2000;457;17;All Out
C12;1/02/2000;266;13;All Out
C13;1/02/2000;343;15;All Out
C14;1/02/2000;486;13;All Out
CB01;1/02/2000;276;20;All Out
CC01;1/02/2000;437;14;All Out
CC02;1/02/2000;494;17;All Out
L01;1/02/2000;427;19;All Out
L02;1/02/2000;100;11;All Out
L03;1/02/2000;455;19;All Out
L04;1/02/2000;345;4;All Out
L05;1/02/2000;254;2;All Out
L06;1/02/2000;162;2;All Out
L07;1/02/2000;170;18;All Out
B01;1/03/2000;383;11;All Out
B02;1/03/2000;349;16;All Out
B03;1/03/2000;232;9;All Out
B04;1/03/2000;176;16;All Out
B05;1/03/2000;188;11;All Out
B06;1/03/2000;259;6;All Out
C10;1/03/2000;476;6;All Out
C11;1/03/2000;140;12;All Out
C12;1/03/2000;243;15;All Out
C13;1/03/2000;221;14;All Out
C14;1/03/2000;341;12;All Out
CB01;1/03/2000;405;12;All Out
CC01;1/03/2000;235;14;All Out
CC02;1/03/2000;386;15;All Out
L01;1/03/2000;477;16;All Out
L02;1/03/2000;349;10;All Out
L03;1/03/2000;446;20;All Out
L04;1/03/2000;239;9;All Out
L05;1/03/2000;421;16;All Out
L06;1/03/2000;308;11;All Out
L07;1/03/2000;445;7;All Out
B01;1/04/2000;160;11;All Out
B02;1/04/2000;210;6;All Out
B03;1/04/2000;183;9;All Out
B04;1/04/2000;327;18;All Out
B05;1/04/2000;467;17;All Out
B06;1/04/2000;282;12;All Out
C10;1/04/2000;415;11;All Out
C11;1/04/2000;461;16;All Out
C12;1/04/2000;462;10;All Out
C13;1/04/2000;342;7;All Out
C14;1/04/2000;388;11;All Out
CB01;1/04/2000;163;11;All Out
CC01;1/04/2000;138;6;All Out
CC02;1/04/2000;438;5;All Out
L01;1/04/2000;460;17;All Out
L02;1/04/2000;448;11;All Out
L03;1/04/2000;111;5;All Out
L04;1/04/2000;110;18;All Out
L05;1/04/2000;315;5;All Out
L06;1/04/2000;206;8;All Out
L07;1/04/2000;161;6;All Out
B01;1/05/2000;122;6;All Out
B02;1/05/2000;210;3;All Out
B03;1/05/2000;476;15;All Out
B04;1/05/2000;424;18;All Out
B05;1/05/2000;485;20;All Out
B06;1/05/2000;313;12;All Out
C10;1/05/2000;491;20;All Out
C11;1/05/2000;489;17;All Out
C12;1/05/2000;346;8;All Out
C13;1/05/2000;319;4;All Out
C14;1/05/2000;339;7;All Out
CB01;1/05/2000;403;14;All Out
CC01;1/05/2000;437;4;All Out
