SKU;Fecha;Cantidad;Tiempo de Producción;Bodega
L07;1/01/2002;359;12;All Out
L06;1/01/2002;444;8;All Out
L05;1/01/2002;280;9;All Out
L04;1/01/2002;197;15;All Out
L03;1/01/2002;184;18;All Out
L02;1/01/2002;148;3;All Out
L01;1/01/2002;263;11;All Out
CC02;1/01/2002;183;15;All Out
CC01;1/01/2002;195;2;All Out
CB01;1/01/2002;120;4;All Out
C14;1/01/2002;189;19;All Out
C13;1/01/2002;458;4;All Out
C12;1/01/2002;253;16;All Out
C11;1/01/2002;445;12;All Out
C10;1/01/2002;379;16;All Out
B06;1/01/2002;232;17;All Out
B05;1/01/2002;127;15;All Out
B04;1/01/2002;241;16;All Out
B03;1/01/2002;497;20;All Out
B02;1/01/2002;160;14;All Out
B01;1/01/2002;458;20;All Out
L07;1/02/2002;167;4;All Out
L06;1/02/2002;449;10;All Out
L05;1/02/2002;249;12;All Out
L04;1/02/2002;335;5;All Out
L03;1/02/2002;331;13;All Out
L02;1/02/2002;497;11;All Out
L01;1/02/2002;230;18;All Out
CC02;1/02/2002;151;4;All Out
CC01;1/02/2002;473;8;All Out
CB01;1/02/2002;101;2;All Out
C14;1/02/2002;320;4;All Out
C13;1/02/2002;404;4;All Out
C12;1/02/2002;374;7;All Out
C11;1/02/2002;176;3;All Out
C10;1/02/2002;355;2;All Out
B06;1/02/2002;445;11;All Out
B05;1/02/2002;161;20;All Out
B04;1/02/2002;450;10;All Out
B03;1/02/2002;346;14;All Out
B02;1/02/2002;355;2;All Out
B01;1/02/2002;298;20;All Out
L07;1/03/2002;439;4;All Out
L06;1/03/2002;395;15;All Out
L05;1/03/2002;344;16;All Out
L04;1/03/2002;242;13;All Out
L03;1/03/2002;387;6;All Out
L02;1/03/2002;306;14;All Out
L01;1/03/2002;180;2;All Out
CC02;1/03/2002;482;16;All Out
CC01;1/03/2002;399;3;All Out
CB01;1/03/2002;329;15;All Out
C14;1/03/2002;414;3;All Out
C13;1/03/2002;353;8;All Out
C12;1/03/2002;487;12;All Out
C11;1/03/2002;349;5;All Out
C10;1/03/2002;135;12;All Out
B06;1/03/2002;201;17;All Out
B05;1/03/2002;196;15;All Out
B04;1/03/2002;105;18;All Out
B03;1/03/2002;249;15;All Out
B02;1/03/2002;101;9;All Out
B01;1/03/2002;177;5;All Out
L07;1/04/2002;343;6;All Out
L06;1/04/2002;443;6;All Out
L05;1/04/2002;300;17;All Out
L04;1/04/2002;452;5;All Out
L03;1/04/2002;303;5;All Out
L02;1/04/2002;499;2;All Out
L01;1/04/2002;371;2;All Out
CC02;1/04/2002;182;20;All Out
CC01;1/04/2002;495;17;All Out
CB01;1/04/2002;499;13;All Out
C14;1/04/2002;324;4;All Out
C13;1/04/2002;182;16;All Out
C12;1/04/2002;161;8;All Out
C11;1/04/2002;284;5;All Out
C10;1/04/2002;487;4;All Out
B06;1/04/2002;479;15;All Out
B05;1/04/2002;492;15;All Out
B04;1/04/2002;425;20;All Out
B03;1/04/2002;234;6;All Out
B02;1/04/2002;159;17;All Out
B01;1/04/2002;373;20;All Out
L07;1/05/2002;311;5;All Out
L06;1/05/2002;472;8;All Out
L05;1/05/2002;406;16;All Out
L04;1/05/2002;322;2;All Out
L03;1/05/2002;393;20;All Out
L02;1/05/2002;187;14;All Out
L01;1/05/2002;163;7;All Out
CC02;1/05/2002;369;12;All Out
CC01;1/05/2002;197;4;All Out
CB01;1/05/2002;261;7;All Out
C14;1/05/2002;268;14;All Out
C13;1/05/2002;399;8;All Out
C12;1/05/2002;198;19;All Out
C11;1/05/2002;104;10;All Out
C10;1/05/2002;410;14;All Out
B06;1/05/2002;190;4;All Out
B05;1/05/2002;127;5;All Out
B04;1/05/2002;190;5;All Out
B03;1/05/2002;331;8;All Out
B02;1/05/2002;194;20;All Out
B01;1/05/2002;200;7;All Out
L07;1/06/2002;420;6;All Out
L06;1/06/2002;166;10;All Out
L05;1/06/2002;387;10;All Out
L04;1/06/2002;469;16;All Out
L03;1/06/2002;232;6;All Out
L02;1/06/2002;343;8;All Out
L01;1/06/2002;282;5;All Out
CC02;1/06/2002;414;5;All Out
CC01;1/06/2002;247;8;All Out
CB01;1/06/2002;433;5;All Out
C14;1/06/2002;381;6;All Out
C13;1/06/2002;236;3;All Out
C12;1/06/2002;191;19;All Out
C11;1/06/2002;328;7;All Out
C10;1/06/2002;496;8;All Out
B06;1/06/2002;200;17;All Out
B05;1/06/2002;311;3;All Out
B04;1/06/2002;418;4;All Out
B03;1/06/2002;151;11;All Out
B02;1/06/2002;150;18;All Out
B01;1/06/2002;358;8;All Out
L07;1/07/2002;399;20;All Out
L06;1/07/2002;295;18;All Out
L05;1/07/2002;488;10;All Out
L04;1/07/2002;301;6;All Out
L03;1/07/2002;403;13;All Out
L02;1/07/2002;118;2;All Out
L01;1/07/2002;317;18;All Out
CC02;1/07/2002;346;12;All Out
CC01;1/07/2002;432;12;All Out
CB01;1/07/2002;271;7;All Out
C14;1/07/2002;201;14;All Out
C13;1/07/2002;281;14;All Out
C12;1/07/2002;352;19;All Out
C11;1/07/2002;424;10;All Out
C10;1/07/2002;270;7;All Out
B06;1/07/2002;120;17;All Out
B05;1/07/2002;213;3;All Out
B04;1/07/2002;214;2;All Out
B03;1/07/2002;296;6;All Out
B02;1/07/2002;486;7;All Out
B01;1/07/2002;286;16;All Out
L07;1/08/2002;377;15;All Out
L06;1/08/2002;173;15;All Out
L05;1/08/2002;229;8;All Out
L04;1/08/2002;345;13;All Out
L03;1/08/2002;285;5;All Out
L02;1/08/2002;206;15;All Out
L01;1/08/2002;353;13;All Out
CC02;1/08/2002;359;12;All Out
CC01;1/08/2002;384;12;All Out
CB01;1/08/2002;193;6;All Out
C14;1/08/2002;358;2;All Out
C13;1/08/2002;174;8;All Out
C12;1/08/2002;487;20;All Out
C11;1/08/2002;493;20;All Out
C10;1/08/2002;285;18;All Out
B06;1/08/2002;500;14;All Out
B05;1/08/2002;436;15;All Out
B04;1/08/2002;210;3;All Out
B03;1/08/2002;270;9;All Out
B02;1/08/2002;347;10;All Out
B01;1/08/2002;296;13;All Out
L07;1/09/2002;353;12;All Out
L06;1/09/2002;344;20;All Out
L05;1/09/2002;195;8;All Out
L04;1/09/2002;490;15;All Out
L03;1/09/2002;151;19;All Out
L02;1/09/2002;330;12;All Out
L01;1/09/2002;316;2;All Out
CC02;1/09/2002;438;13;All Out
CC01;1/09/2002;109;4;All Out
CB01;1/09/2002;110;3;All Out
C14;1/09/2002;247;4;All Out
C13;1/09/2002;130;18;All Out
C12;1/09/2002;450;8;All Out
C11;1/09/2002;208;8;All Out
C10;1/09/2002;459;10;All Out
B06;1/09/2002;133;15;All Out
B05;1/09/2002;451;13;All Out
B04;1/09/2002;164;11;All Out
B03;1/09/2002;356;20;All Out
B02;1/09/2002;387;17;All Out
B01;1/09/2002;236;8;All Out
L07;1/10/2002;369;15;All Out
L06;1/10/2002;253;8;All Out
L05;1/10/2002;308;2;All Out
L04;1/10/2002;276;19;All Out
L03;1/10/2002;143;4;All Out
L02;1/10/2002;354;11;All Out
L01;1/10/2002;137;3;All Out
CC02;1/10/2002;181;13;All Out
CC01;1/10/2002;500;12;All Out
CB01;1/10/2002;346;20;All Out
C14;1/10/2002;479;6;All Out
C13;1/10/2002;142;13;All Out
C12;1/10/2002;298;18;All Out
C11;1/10/2002;296;9;All Out
C10;1/10/2002;403;14;All Out
B06;1/10/2002;391;14;All Out
B05;1/10/2002;362;14;All Out
B04;1/10/2002;208;13;All Out
B03;1/10/2002;471;9;All Out
B02;1/10/2002;118;13;All Out
B01;1/10/2002;219;3;All Out
L07;1/11/2002;210;18;All Out
L06;1/11/2002;480;6;All Out
L05;1/11/2002;312;18;All Out
L04;1/11/2002;143;14;All Out
L03;1/11/2002;421;9;All Out
L02;1/11/2002;191;12;All Out
L01;1/11/2002;244;12;All Out
CC02;1/11/2002;170;14;All Out
CC01;1/11/2002;168;14;All Out
CB01;1/11/2002;159;7;All Out
C14;1/11/2002;374;3;All Out
C13;1/11/2002;136;2;All Out
C12;1/11/2002;485;11;All Out
C11;1/11/2002;322;17;All Out
C10;1/11/2002;138;16;All Out
B06;1/11/2002;310;18;All Out
B05;1/11/2002;489;20;All Out
B04;1/11/2002;404;17;All Out
B03;1/11/2002;146;15;All Out
B02;1/11/2002;235;15;All Out
B01;1/11/2002;413;6;All Out
L07;1/12/2002;252;7;All Out
L06;1/12/2002;306;5;All Out
L05;1/12/2002;210;10;All Out
L04;1/12/2002;131;17;All Out
L03;1/12/2002;134;10;All Out
L02;1/12/2002;326;4;All Out
L01;1/12/2002;393;18;All Out
CC02;1/12/2002;463;16;All Out
CC01;1/12/2002;280;5;All Out
CB01;1/12/2002;466;20;All Out
C14;1/12/2002;455;17;All Out
C13;1/12/2002;450;17;All Out
C12;1/12/2002;130;4;All Out
C11;1/12/2002;487;6;All Out
C10;1/12/2002;495;8;All Out
B06;1/12/2002;217;19;All Out
B05;1/12/2002;128;14;All Out
B04;1/12/2002;107;16;All Out
B03;1/12/2002;413;18;All Out
B02;1/12/2002;241;17;All Out
B01;1/12/2002;438;9;All Out
